0.000000	 0.000001
0.010000	 -0.000000
0.020000	 -0.000000
0.030000	 -0.000000
0.040000	 -0.000000
0.050000	 -0.000000
0.060000	 -0.000000
0.070000	 -0.000000
0.080000	 -0.000000
0.090000	 -0.000000
0.100000	 -0.000000
0.110000	 -0.000001
0.120000	 -0.000001
0.130000	 -0.000001
0.140000	 -0.000001
0.150000	 -0.000001
0.160000	 -0.000001
0.170000	 -0.000001
0.180000	 -0.000001
0.190000	 -0.000001
0.200000	 -0.000001
0.210000	 -0.000001
0.220000	 -0.000001
0.230000	 -0.000001
0.240000	 -0.000001
0.250000	 -0.000001
0.260000	 -0.000001
0.270000	 -0.000001
0.280000	 -0.000001
0.290000	 -0.000001
0.300000	 -0.000001
0.310000	 -0.000001
0.320000	 -0.000001
0.330000	 -0.000002
0.340000	 -0.000002
0.350000	 -0.000002
0.360000	 -0.000002
0.370000	 -0.000002
0.380000	 -0.000002
0.390000	 -0.000002
0.400000	 -0.000002
0.410000	 -0.000002
0.420000	 -0.000002
0.430000	 -0.000002
0.440000	 -0.000002
0.450000	 -0.000002
0.460000	 -0.000002
0.470000	 -0.000002
0.480000	 -0.000002
0.490000	 -0.000002
0.500000	 -0.000002
0.510000	 -0.000002
0.520000	 -0.000002
0.530000	 -0.000002
0.540000	 -0.000002
0.550000	 -0.000003
0.560000	 -0.000003
0.570000	 -0.000003
0.580000	 -0.000003
0.590000	 -0.000003
0.600000	 -0.000003
0.610000	 -0.000003
0.620000	 -0.000003
0.630000	 -0.000003
0.640000	 -0.000003
0.650000	 -0.000003
0.660000	 -0.000003
0.670000	 -0.000003
0.680000	 -0.000003
0.690000	 -0.000003
0.700000	 -0.000003
0.710000	 -0.000003
0.720000	 -0.000003
0.730000	 -0.000003
0.740000	 -0.000003
0.750000	 -0.000003
0.760000	 -0.000004
0.770000	 -0.000004
0.780000	 -0.000004
0.790000	 -0.000004
0.800000	 -0.000004
0.810000	 -0.000004
0.820000	 -0.000004
0.830000	 -0.000004
0.839999	 0.039701
0.849999	 0.039702
0.859999	 0.039704
0.869999	 0.039706
0.879999	 0.039711
0.889999	 0.039726
0.899999	 0.039729
0.909999	 0.039728
0.919999	 0.039732
0.929999	 0.039735
0.939999	 0.039734
0.949999	 0.079418
0.959999	 0.079424
0.969999	 0.079425
0.979999	 0.079431
0.989999	 0.079436
0.999999	 0.079467
1.009999	 0.079464
1.019999	 0.079466
1.029999	 0.079469
1.039999	 0.079469
1.049999	 0.119152
1.059999	 0.119156
1.069999	 0.119173
1.079999	 0.119175
1.089999	 0.119171
1.099999	 0.119210
1.109999	 0.119204
1.119999	 0.119205
1.129999	 0.119217
1.139999	 0.119214
1.149999	 0.158959
1.159999	 0.158921
1.169999	 0.158918
1.179999	 0.158921
1.189999	 0.158930
1.199999	 0.158940
1.209999	 0.158980
1.219999	 0.158982
1.229999	 0.158982
1.239999	 0.158983
1.249999	 0.158983
1.259999	 0.198657
1.269999	 0.198646
1.279999	 0.198658
1.289999	 0.198656
1.299999	 0.198666
1.309999	 0.198702
