0.000000	 0.000001
0.100000	 -0.000000
0.200000	 -0.000001
0.300000	 -0.000001
0.400000	 -0.000002
0.500000	 -0.000002
0.600000	 -0.000003
0.700000	 -0.000003
0.800000	 0.017591
0.900000	 0.054323
1.000000	 0.092810
1.100000	 0.131201
1.200000	 0.169625
1.300000	 0.207795
1.400000	 0.246106
1.500000	 0.283140
1.600000	 0.257646
1.700000	 0.238170
1.800000	 0.222205
1.900000	 0.207786
2.000000	 0.196572
2.100000	 0.185566
2.200000	 0.177647
2.300000	 0.168157
2.400000	 0.160079
2.500000	 0.153671
2.600000	 0.147259
2.700000	 0.140850
2.799999	 0.136081
2.899999	 0.131225
2.999999	 0.126443
3.099999	 0.123305
3.199999	 0.120048
3.299999	 0.115575
3.399999	 0.110985
3.499999	 0.109456
3.599999	 0.104893
3.699999	 0.101890
3.799999	 0.100466
3.899998	 0.098983
3.999998	 0.096004
4.099998	 0.093008
4.199998	 0.091556
4.299998	 0.090070
4.399998	 0.087159
4.499998	 0.085678
4.599998	 0.084286
4.699998	 0.082872
4.799998	 0.081446
4.899998	 0.080035
4.999998	 0.076996
5.099998	 0.077172
5.199997	 0.075755
5.299997	 0.074367
5.399997	 0.072884
5.499997	 0.071508
5.599997	 0.071666
5.699997	 0.070300
5.799997	 0.068798
5.899997	 0.068984
5.999997	 0.067644
6.099997	 0.066171
6.199996	 0.066348
6.299996	 0.064900
6.399996	 0.063580
6.499996	 0.062136
6.599996	 0.062300
6.699996	 0.062502
6.799996	 0.061068
6.899996	 0.061259
6.999996	 0.059791
